,content
21595,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.
14872,@SimplyKia o iight we gonna miss you tonight
17181,"@kimi_joyner And he can't even tell me.  Me and him are fucking done, professionally. Fuckin' ass."
10215,@haikubirdie If only  I may make one out of dental floss later.
20185,"Stoppped following ama, i really need a clean break... on another note, kate is being super nice right now  Off to work"
38266,Good morning Twitter!
29003,"Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from...."
21368,i can't wait till tomorrow. just because its a new day
39085,@aanneeB ok  i kinda thought so... i mean those 2? ... it would be funny though.
7135,Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST
17563,"trying to upload a custom background on here, but it's not working"
38427,I'm suffering from restless legs and butt syndrome.
10954,yay! got to order more diapers from @clothcouturellc i'm confused though. what's the point of cute prints if they have to be covered up?
3897,"this is horrible. lauren cant go out no more. and arghhh, i really fancied going out tonight. looks like a day and night in. grrreeaaattt"
22489,Morning y'all. Looking forward to a nice BBQ today. Can everyone follow @RebeccaMasters please?
21985,"Happy Star Wars Day. May the fourth be with you. Ahh, that ones an oldy but a goody"
22250,@itamarw #momoTLV is always good  IVA will have a special price for  #momoTLV guests..
34829,@Franner_tastic Great  cant you twitter from there?
9532,@danielfelice look like i can only quick post from the dashboard that is all
35787,"@mistressmia had not heard the title or author before, must look it up  Enjoy"
22609,Happy STAR WARS Day - May the fourth be with you!
13533,Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-
13052,@CainAndrews awwwh u stuck in traffic  booo!
25988,Good mornin twiggas.
18157,In the dentist chair with a very numb left side for crown prep. Not fun to keep mouth open this long
31666,Such a long day!!! So much fun though  tomorrow will be just as much.
36605,hey hey hey!  lol.
30053,@rsxy ive been spending time w/my momma! we're celebrating mother's day for her early  ive been good! how was woodburn?
38075,wishes Happy mother's day to all mothers!!!
31805,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work
9843,@joelogic Wish I could be there too!  Enjoy your weekend! xxx
15268,"Still @ hospital, unexpected complications"
25797,@grahamguy more coffee
29168,headed to the beach with puppy maverick hugs and much aloha
27519,@dannymcfly i lurveeeeee you
27542,"@ScaryMommy   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!"
17980,"@JYoungS2TS Yaay! I was supposed to go, but I missed it"
16189,"@LMontt I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren't any"
28067,@nic0pic0 You're welcome. There!  I added you already!
2377,"don't know what to do today.  amazing weather and i'm sitting here, great."
9067,"@fishieee Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
23893,@Gulmohar Welcome!
6116,Disneyland was a blast yesterday now back to work
29784,"@therealkyra awww what's the matter, kyra? we @ SugarLoot miss you"
39242,"bathing with two little angels, Keyla and Janice."
30479,@kaybhart You WILL be succesful  Love You!
17549,"@Tayluvsbroadway yeah  fail times. she was in an accident like a month ago, too, almost same thing. was on the bus on her motorscooter"
31173,Pinkberry
10224,@mileycyrus i voted and i couldnt
26003,@matthew_west and by music I meant awesome Christian artists.
36660,I can has cheeseburger
3287,@cutiemoet u think its fair...... k den i guess m wrng.... still i feel its not at all fair....
19161,"On my way to work, I'm kinda sad"
6395,@Natalie_McLife yeah that is the one thing i hate about tweetdeck
7932,"got up at 8 today, and also misses his friend @danceashleylove"
5755,@pacomontoya Everything
27649,"Morning all. It's Monday. Sigh. Trying to have a positive outlook on the day, but it's being difficult already."
35836,@yinawu Happy Mother's Day  http://bit.ly/iJm54  (my friends made the video)
37490,Someone left me an anonymous card. Thank you! It was incredible
11386,"@ebay_andy Got it, thanks! I mean really, how rude."
8744,Feeling bad for @taylorshockley profile pic
37386,"Oh yea, and I feel really feckin tired today !"
34685,I am new here
14531,@PreciousLittle so jealous
7642,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore"
8871,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!"
39739,"Happy mothers day to those of u that are mothers, and happy mothers day to all of your mothers      I miss my mom...."
6477,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
19248,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
18128,"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it"
3362,hate this fucking cold. i can't stop sneezing. and claratyne only works for an hr or 2
24681,@iaindodsworth Told you that when you got rid of the last one. Did you listen
6724,I am using an on-screen keyboard
3760,Really wish I could have gone to @bikeradar this weekend
1491,@ghozali actually I'd prefer a rum or gin but don't have have any as I've preferred them too much previously
14314,@Japes_76 haha.  weird?!?  no sunshine for us
14846,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.
9141,not looking forward to driving in this storm.
13804,came online for a big cause. ruined
28442,"bye y'all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)"
22289,@Midad This weekend? Haha yeah I'm free  Oh is Satish sharing with us too? Oh and which day? Friday or sat?
12298,Getting ready for a long weekend of work..friday Saturday and Sunday
16033,"Traffic along McArthur!  okay, keeping my eyes on the road and my hands on the phone, err, steering wheel."
32029,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night"
34258,"My industrial is repierced, and I made a cute little friend"
5953,14 more days with slow internet
18260,Just realized all his fantastic nerdfriends no longer live in Rochester
17686,@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww
12083,@darkmindedsith Damn it. I can't film it. Nevermind
6552,so freaking tired.  It's like my body refuses to move.
20611,Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this
19517,@ladebelle yeah it's a double edged sword. So I guess we dead on new stories?
39942,@Rove1974 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw &quot;Ghosts from girlfriends past today&quot;
28206,"@cosita Morning! If I get to see it, I'll let you know. Right now, I'm going to go see Wolverine."
31570,heading to bed with tea to finish Breaking Dawn.
12618,not doing relay  oh well.
29478,@insomnia I shall drink lots
21135,"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!"
720,"Damn, hi Facebook ? what's wrong with you ? can't add photos"
15255,football in the sun has owned me
34863,goodnight to all.
10344,oooh gosh Google Wave is looking pretty sexy. Lunch time's over though  Back to Powerpoint (significantly less sexy)
3511,Never has a 2pm finish looked so enjoyable. Pity I'm teetotal for another week
34462,@CarnivoSpouse We Agree!! You guy rock
9896,I'm so sleep deprived but it's to hot to sleep.
24158,@misslazarou Bom apetite
39855,"50 Kayla-lee, i think your the only one that knows what that number means lol  x"
18275,@caramp lol you saw where I was going with that...both of my last names are to common nothing special on me
9401,Swolen as shitt  boo hoo
23638,"carolina won, yeah"
30783,"@thomaskattus you asked about my SF schedule, dahling...maybe next time"
11346,Doesn't want to go to work
29207,"@JoyofZen mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared"
655,"@duciaestherine ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer"
15520,"@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI"
1193,It is kind of lonely when nobody will answer their phone.
28137,@fotogypc What kind of help do you need with Machine embroidery?  I may bea able to help
30504,See No Evil starring WWE wrestler Kane. You should watch it
6065,My computer died
17420,Ha! I think I really have lost it. Time to get ready for work.
515,@pb_and_jay hi!  Fuck your job!
10710,@cameo1172 i feel u  but its sooo close to me hard not to  but i cant so no point ugh
13659,AC in our building died.  Been like that for the past 3 days
22402,@keza34 lol fine by me  long as its not the scary dude its all good
12130,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!"
28197,@kristalswan You're welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!
26705,@schwendigity You should see our floors before you make that offer.  Let me know if you don't receive a call soon.
13382,Hoping everyone is safe frm the purge that is supposedly happening at work right now.
30850,had a very good day and is now going to get into bed!
1252,@JAYOJAY I'm straining to hear but it's very hard from all the way over here.
8612,office hours/trying to make my computer feel better.
26558,cooked my own Lunch todayy  Givin' my mum a relaxin' dayy.
18685,As it turns out I do NOT get to go see The Decemberists...
17950,Aw one of our fishies died
39343,Sunglasses whores   http://twitpic.com/4wtzj
14135,"man, i ain't been without V's presence in a minute...i feel like a lil kid with no momma"
17129,@YakfisherNet no way to comment on site unless you are a member
7079,Well on a normal day I'd already be done with work...Unfortunately this is not a normal day. Which means I'll be in the office till late.
19905,@BillyScallywag There's loads of highly qualified stuff  and loads STILL using snail mail.
3527,@TVXQUKnow  I feel tired of my work  Cheer for me please~
1076,@cocoy @mike_online That's the sad thing about it.
17333,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons
28247,@jimmyheartcore awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I'm so far away!!
2991,"@k_tron oh god, whose tire?"
24396,ah good idea. library seems to work  thats why i'm not there obviously.
6232,"@northernpest DID YOU GO? was it good, i was in center parcs  who else went!? xxxxxxx"
32491,"@whiteangle We held out, Japanese people were making origami animals for Darcy   Had a great time, amazing place!"
3238,So slpy 2day  zzzz
32971,Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows
17012,Midnight ice-cream weather! So damn bored
613,"@Giggles_xo   dang it, so its not certain ? ? ? are you okay?"
4845,"@evonmichelle It's my mum's. LOL They haven't got me anything yet.  Sad, Sad... haha"
