,content_mod
21073,"haha! just overheard on the us. 3 yrold to mom mom, i think i should learn to read today   "
12327,its so dead   
6389,so i got the day off cuz i had hundreds of things to do....then i woke up with a f*ckin migrane...there goes my day in bed   
6218,hates moving   
32582, yep- same here. i have to be in the mood 4 it.   
37503,found controls for left hand people like me on twitterrific. excellent   
9904,on my way to my dad's with my sistas..  r.i.p. deb..   
11007, left.  so sad. waiting for mom to come home. want to have papa johns for dinner.   
30160, gah! i got some of your songs off itunes  i'm so happy! they're so awesome!!! keep it up!   
33104," ha i think i got like two hours of sleep last night and i have an early start tomorrow, so chillin and sleep is needed!   "
39564,listening to the new green day album  fingers crossed!   
4023, not helping!   
23837,"a bit early to confirm a trend, but daily site signups are still on the rise   "
8764,"i get another pack of geography test, so i have to correct it on the weekend.   "
38108,i believe only my black personality can explain how i feel... that boyfrann of mines gots me sprung   
21897, when will the maintanance end? i would like to backup some stuff.   
1304,s'acaba la setmana del rap vintage  amb la millor: mc hammer - u can't touch this    
12590,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing   
12409,"i was going to visit my sister today, but she's grumpy.  i'll just chill at home with the family and visit her tomorrow.   "
34615, very cool   
3648,"acquiring a centos live cd, now where did i put my memory stick, i would like to boot from that. i wonder if i left it at home   "
35320, i'll try (not to be a stranger) ...   
31862,well i'mma tweet out! goodbye tweeters!   
18892," unfortunately your fix didn't work..   oh well, i'm lovin' me some peoplebrowsr anyways!   "
33935, i plan on it! goodnight   
25388,   thanks udah di follow   
17706," noooo! little piggies.  i'll vote anyway, hmpf. we need to hang out soon pls. :hugs!:   "
26512, yo thomas! thanks for the follow  social media director at disney? that's awesome! i'd like to learn more! lets do lunch   
14114, i'm so jealous! wish i could join u. it's so cold in la right now.   
31359,loves my new twitter background...my two heros...wichita and kraussey!  haha   
38683, 6 am.  you?   
32333, haha  cute. ps thanks for the reply made my day haha   
18932,so tired and i have 17 hours to work tomorrow   
12861,helping my cousin get ready for her 8th grade dance...she is growing up   
12563,  not for too long i hope x   
19552, yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd   
3134, i know but the wait will be worth it - november just seems so far away at the moment  ;)   
27756,is new to twitter and has no friends here... or should i say followers?   
34138,i'm addicted to home   
31882, i know this is mad late (sorry about that lol) but thanks for the ff love.   
11574,"mary, are you not receiving my texts????   "
11116, oh how i wish there were chick a filas by me  i'm definently jealous.   
14070,woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.   
19398,is terrible at saving money..   
34843," cool, catch you laterz!!!   "
35181," happy mothersday btw! look at the bright side, you can chill all day today   "
26973, i just love it.   
29432,back from a long day of working it's good to finally be at home.   how is everyone tonight?   
37649, wow cute pic   
16978,  - really? what a waste of money then   
18403,"i got battery acid in an open wound on my index finger  fuck, it burned so much.   "
15667," i flew from washington to calfornia , are you still gonna be at the meet&  greet tomorrow ?   "
15092,my twitteeeerrr babiieshow ive missed you  i hate this whole not having a phone thng   
29501,shopping!   
23019,watching a gossip girl   
24691,yum! whole box of cookies for me   
27632,bollywood films & egyptian tea   
33694," you too, my friend   "
19174,i sadly have no voice after the food faire and the academic pep rally!! i need my voice.   
1053, is that why you aint answer my call? thought we were homies!?   
32846, in june. the 6th. a sat!   
3116,  - snood   
1026,i'm at work   
22563," yeah it was shit d: im so tired, i have a headache and now i have to play a game of rygby d: but ill be right  xxx <33   "
30577, congratulations! check that one off your to do list!   
30292,i had a really good day today   
4239,in communications class   
2576,i really miss my photofiltre and photoscape  gimp is too damn confusing   
29063,  - *swoon* nick looks so cute when he is serious  *faints*   
11021,im soo bored...im deffo missing my music channels   
18113, yay! congrats! i'm afraid to check my grades!   
4590,"wow, a drive-by done by rappers mad they were kicked out of spiros?    "
19281, aw...poor thing.   
7577,downside to being on client site... no donut today.   
3890,"my puppies killed my cat lastnight,they thought she was a stuffed animal.  rip meanie     "
34513,totally just got hit on by one of her bar guests! ha ha...yay me!   
14622, glad to know you guys got there safe. have a great show tonight! wish i could be there.   
1232, where did you go babe?   
29649," did you see star trek yet?  i've seen it, twice already! i didn't like it the first time, the second time was way better!!! hahaha   "
32807,"today was definitely a good day, had fun! gunna try to get ahead on school now, so text me! <3   "
13609,am bored out of my skull.  i have got to get a job.  this sucks.  i need entertainment. /grumbles   
6742,sinus headaches suck big time!   
23794, lol our whole convo just consists of i miss you and i love you. gotta love us   
36740," hey girl, yeah i did..thanks a bunch!! i haven't started downloading them yet...i totally owe you.   "
37992,he calls me bella   
17764, not sure it didn't say it was 2 big. i jst saw the pics of u on ur last bday. you looked so pretty!! i miss you!!   
16159, ._.; thanxxx ! now with that message i just wanna leave !! )= ! bye !   
6429, *sighs* ah well.  maybe my second email will clear it up and get him approved.   
36709,"just sitting here watching my babies, life can be amazing afterall   "
6033, so sorry i missed it!   
4532, welcome back! i'm stuck in jury duty today.   
20929,finally have a working (subbed!) copy of pika?nichi.   heeeee.   
36675,last library day before doomsday. urgh. was nice to wake up with my j-bum though. he's still sleeping now. cute   
15878," car not happy, big big dent in boot! hoping theyre not going to write it off, crossing fingers and waiting   "
20549,"to make a long day short--i did nothing. =d well, i had some friends over they just left (3:55am) we have been drinking since 9.  smashed   "
30640,just got back from six flags  wicked fun. even tho i almost died!   
27172,"watching friends reduces stress inside me. thanks to bright, kauffman, and crane who are created these series  love love love   "
26262,philosophy final today! thank you  it's 3 days now!!!!   
11965,i've been to best buy & target and still no electrik red album! i'm loosing hope..they've never even heard of the girls   
13024,i hate the tremors!!!!!! stupid meds.   
28504," heh.  when i moved into my house pius was having a pep rally, so there was cheering and a band.   "
17953,i give uppp a hour of tryin to tlk to   i love him but my minutesss lol   
